178	298
202	298
229	299
262	301
306	304
342	306
363	307
387	308
401	308
446	309
528	309
550	310
588	311
601	311
680	310
786	309
804	309
830	309
874	308
782	366
833	390
873	412
966	452
739	609
712	534
696	477
690	444
685	423
682	374
688	253
696	226
704	202
718	157
771	30
436	74
463	110
492	148
505	163
521	184
536	199
542	206
558	221
578	237
603	258
613	264
467	34
407	105
398	113
381	128
367	138
342	156
313	174
288	185
266	196
247	203
213	214
178	360
258	390
298	409
332	426
352	437
375	453
435	504
469	540
520	604
399	544
472	465
486	451
495	440
515	423
536	407
550	395
572	378
587	368
440	445
444	394
445	365
446	252
445	217
442	155
