0	-16777216.000000000	
1	-15753216.000000000	
2	-15379115.000000000	
3	-15374746.000000000	
4	-14897368.000000000	
5	-14107336.000000000	
6	-13934895.000000000	
7	-13762560.000000000	
8	-13826168.000000000	
9	-13814299.000000000	
10	-13815613.000000000	
11	-14090240.000000000	
12	-14269461.000000000	
13	-14108788.000000000	
14	-14105187.000000000	
15	-14018150.000000000	
16	-13764608.000000000	
17	-13617995.000000000	
18	-13640590.000000000	
19	-13609643.000000000	
20	-13806527.000000000	
21	-13955220.000000000	
22	-13687231.000000000	
23	-13444346.000000000	
24	-13559677.000000000	
25	-13563277.000000000	
26	-13382837.000000000	
27	-13429887.000000000	
28	-13499213.000000000	
29	-13435460.000000000	
30	-13457846.000000000	
31	-13399381.000000000	
32	-13304865.000000000	
33	-13356544.000000000	
34	-13310312.000000000	
35	-13161085.000000000	
36	-13079383.000000000	
37	-13072337.000000000	
38	-13162379.000000000	
39	-13302050.000000000	
40	-13237846.000000000	
41	-13221681.000000000	
42	-13173957.000000000	
43	-13067084.000000000	
44	-12952085.000000000	
45	-12806795.000000000	
46	-12854737.000000000	
47	-13040572.000000000	
48	-13071939.000000000	
49	-12934296.000000000	
50	-12798392.000000000	
51	-12864549.000000000	
52	-12887868.000000000	
53	-12727220.000000000	
54	-12559370.000000000	
55	-12641894.000000000	
56	-12753183.000000000	
57	-12641834.000000000	
58	-12520045.000000000	
59	-12494074.000000000	
60	-12325631.000000000	
61	-12251294.000000000	
62	-12250789.000000000	
63	-12301380.000000000	
64	-12428473.000000000	
65	-12664368.000000000	
66	-12721556.000000000	
67	-12508638.000000000	
68	-12487518.000000000	
69	-12576909.000000000	
70	-12549158.000000000	
71	-12491647.000000000	
72	-12436293.000000000	
73	-12340405.000000000	
74	-12369745.000000000	
75	-12346982.000000000	
76	-12249563.000000000	
77	-12249172.000000000	
78	-12333388.000000000	
79	-12258290.000000000	
80	-12195732.000000000	
81	-12168989.000000000	
82	-12261343.000000000	
83	-12412310.000000000	
84	-12416709.000000000	
85	-12354552.000000000	
86	-12322777.000000000	
87	-12220875.000000000	
88	-12174784.000000000	
89	-12086822.000000000	
90	-11993088.000000000	
91	-11965924.000000000	
92	-12016749.000000000	
93	-12039075.000000000	
94	-12038190.000000000	
95	-11918996.000000000	
96	-11797383.000000000	
97	-11832373.000000000	
98	-11907061.000000000	
99	-11819549.000000000	
100	-11704764.000000000	
101	-11741924.000000000	
102	-11709382.000000000	
103	-11728591.000000000	
104	-11867686.000000000	
105	-11903781.000000000	
106	-11724897.000000000	
107	-11562492.000000000	
108	-11492573.000000000	
109	-11454166.000000000	
110	-11444382.000000000	
111	-11484872.000000000	
112	-11519927.000000000	
113	-11406027.000000000	
114	-11217604.000000000	
115	-11137354.000000000	
116	-11208152.000000000	
117	-11286278.000000000	
118	-11220175.000000000	
119	-11067283.000000000	
120	-10927730.000000000	
121	-10884425.000000000	
122	-10786003.000000000	
123	-10723945.000000000	
124	-10680127.000000000	
125	-10632938.000000000	
126	-10602100.000000000	
127	-10736708.000000000	
128	-10876801.000000000	
129	-10918674.000000000	
130	-10821048.000000000	
131	-10810919.000000000	
132	-10935563.000000000	
133	-10965922.000000000	
134	-10967048.000000000	
135	-10977087.000000000	
136	-11027550.000000000	
137	-11057203.000000000	
138	-11077721.000000000	
