0	-16777216.000000000	
1	-16678677.000000000	
2	-16722446.000000000	
3	-16282837.000000000	
4	-16543402.000000000	
5	-16642353.000000000	
6	-16326008.000000000	
7	-15870511.000000000	
8	-16152140.000000000	
9	-16377387.000000000	
10	-16418637.000000000	
11	-16586925.000000000	
12	-16608578.000000000	
13	-16683856.000000000	
14	-16496528.000000000	
15	-16164564.000000000	
16	-16185373.000000000	
17	-16391256.000000000	
18	-16608910.000000000	
19	-16715403.000000000	
20	-16691710.000000000	
21	-16651600.000000000	
22	-16560899.000000000	
23	-16320250.000000000	
24	-16287399.000000000	
25	-16481811.000000000	
26	-16583420.000000000	
27	-16554116.000000000	
28	-16602268.000000000	
29	-16564599.000000000	
30	-16509875.000000000	
31	-16415948.000000000	
32	-16349382.000000000	
33	-16278718.000000000	
34	-16225392.000000000	
35	-16347622.000000000	
36	-16401585.000000000	
37	-16374287.000000000	
38	-16393552.000000000	
39	-16395812.000000000	
40	-16426777.000000000	
41	-16357849.000000000	
42	-16365130.000000000	
43	-16488128.000000000	
44	-16443092.000000000	
45	-16333296.000000000	
46	-16370544.000000000	
47	-16367993.000000000	
48	-16308241.000000000	
49	-16323950.000000000	
50	-16373970.000000000	
51	-16434778.000000000	
52	-16407712.000000000	
53	-16250618.000000000	
54	-16378496.000000000	
55	-16482415.000000000	
56	-16487610.000000000	
57	-16589023.000000000	
58	-16540780.000000000	
59	-16390723.000000000	
60	-16336665.000000000	
61	-16303705.000000000	
62	-16244235.000000000	
63	-16289475.000000000	
64	-16366184.000000000	
65	-16350396.000000000	
66	-16273178.000000000	
67	-16293701.000000000	
68	-16381370.000000000	
69	-16428282.000000000	
70	-16427000.000000000	
71	-16446503.000000000	
72	-16407125.000000000	
73	-16347388.000000000	
74	-16389447.000000000	
75	-16464564.000000000	
76	-16491107.000000000	
77	-16429695.000000000	
78	-16410645.000000000	
79	-16439364.000000000	
80	-16384634.000000000	
81	-16352685.000000000	
82	-16389283.000000000	
83	-16408063.000000000	
84	-16376108.000000000	
85	-16303049.000000000	
86	-16294823.000000000	
87	-16391839.000000000	
88	-16390643.000000000	
89	-16315576.000000000	
90	-16311109.000000000	
91	-16365276.000000000	
92	-16480594.000000000	
93	-16600978.000000000	
94	-16505217.000000000	
95	-16340767.000000000	
96	-16390082.000000000	
97	-16502927.000000000	
98	-16453173.000000000	
99	-16427666.000000000	
100	-16440151.000000000	
101	-16315455.000000000	
102	-16318273.000000000	
103	-16321462.000000000	
104	-16341751.000000000	
105	-16433868.000000000	
106	-16522427.000000000	
107	-16475409.000000000	
108	-16451210.000000000	
109	-16411438.000000000	
110	-16353223.000000000	
111	-16344192.000000000	
112	-16416165.000000000	
113	-16480143.000000000	
114	-16438579.000000000	
115	-16397369.000000000	
116	-16335411.000000000	
117	-16281657.000000000	
118	-16315591.000000000	
119	-16327601.000000000	
120	-16344735.000000000	
