-30.0000000000	5.2941762714
-29.8828125000	2.6191222034
-29.7656250000	3.9570835308
-29.6484375000	3.6890612038
-29.5312500000	6.3728813247
-29.4140625000	3.5647852769
-29.2968750000	1.3318076328
-29.1796875000	4.4919567538
-29.0625000000	3.8571582441
-28.9453125000	3.6876460351
-28.8281250000	2.0049136083
-28.7109375000	2.8284422295
-28.5937500000	7.0090236441
-28.4765625000	3.7715412433
-28.3593750000	1.8005207508
-28.2421875000	2.3975745974
-28.1250000000	3.6391782866
-28.0078125000	2.7168101847
-27.8906250000	1.7656067647
-27.7734375000	3.9789060891
-27.6562500000	2.9984768843
-27.5390625000	4.0199099947
-27.4218750000	1.9002409770
-27.3046875000	2.2940868187
-27.1875000000	4.4465564610
-27.0703125000	7.0646477239
-26.9531250000	5.7552808045
-26.8359375000	4.8275756619
-26.7187500000	2.5620716152
-26.6015625000	7.0208038161
-26.4843750000	3.4713462878
-26.3671875000	3.0691678777
-26.2500000000	6.6946222855
-26.1328125000	0.9525062714
-26.0156250000	2.8116096256
-25.8984375000	3.1360344002
-25.7812500000	1.7627377917
-25.6640625000	5.6688190450
-25.5468750000	3.4576390238
-25.4296875000	3.6121408129
-25.3125000000	2.2254389539
-25.1953125000	4.5929203345
-25.0781250000	6.1228466631
-24.9609375000	7.4516899930
-24.8437500000	2.4931329923
-24.7265625000	7.3706847022
-24.6093750000	2.7286625369
-24.4921875000	2.1560605817
-24.3750000000	2.3059901024
-24.2578125000	7.9523977258
-24.1406250000	3.3119373289
-24.0234375000	2.2113590501
-23.9062500000	6.7596964243
-23.7890625000	6.7609257354
-23.6718750000	3.1747352584
-23.5546875000	1.9688072412
-23.4375000000	4.5295460333
-23.3203125000	4.1551623191
-23.2031250000	2.8084220894
-23.0859375000	3.8327992412
-22.9687500000	2.8785032811
-22.8515625000	1.9003790912
-22.7343750000	1.2879410952
-22.6171875000	1.8778491019
-22.5000000000	6.9046004845
-22.3828125000	4.5435301974
-22.2656250000	2.3019591216
-22.1484375000	7.1515801957
-22.0312500000	2.4591426633
-21.9140625000	2.3334887515
-21.7968750000	2.2523946299
-21.6796875000	6.4840086928
-21.5625000000	5.5995809429
-21.4453125000	3.1104854579
-21.3281250000	2.2655301478
-21.2109375000	2.9629305000
-21.0937500000	1.7281970515
-20.9765625000	6.9025684125
-20.8593750000	3.0440073676
-20.7421875000	7.8467783692
-20.6250000000	3.6042447137
-20.5078125000	3.7568438283
-20.3906250000	5.3447532712
-20.2734375000	0.6359273414
-20.1562500000	2.0925889104
-20.0390625000	3.0371580305
-19.9218750000	1.1899789651
-19.8046875000	4.1481632224
-19.6875000000	0.2085482547
-19.5703125000	7.3875036488
-19.4531250000	3.8632602387
-19.3359375000	5.1298265927
-19.2187500000	5.4474382514
-19.1015625000	6.7060696881
-18.9843750000	4.9524311263
-18.8671875000	6.7147557140
-18.7500000000	1.3479699054
-18.6328125000	4.4659002796
-18.5156250000	4.6790022752
-18.3984375000	4.2930846418
-18.2812500000	3.7018368573
-18.1640625000	2.5021367650
-18.0468750000	3.5855201849
-17.9296875000	5.4847411067
-17.8125000000	5.2344296781
-17.6953125000	8.4615120583
-17.5781250000	3.0553728123
-17.4609375000	5.1211085467
-17.3437500000	4.7194061264
-17.2265625000	2.9776716108
-17.1093750000	4.9745573097
-16.9921875000	3.5033216551
-16.8750000000	3.4285815432
-16.7578125000	7.0213075905
-16.6406250000	3.6289211398
-16.5234375000	2.4424564166
-16.4062500000	0.7300193747
-16.2890625000	3.3363678809
-16.1718750000	3.9836829074
-16.0546875000	1.6253751778
-15.9375000000	5.9343267894
-15.8203125000	6.3487194818
-15.7031250000	2.5519051139
-15.5859375000	0.7215871447
-15.4687500000	1.8602457071
-15.3515625000	6.4153443557
-15.2343750000	3.9775393302
-15.1171875000	3.5556092255
-15.0000000000	9.8922805602
-14.8828125000	7.3771878789
-14.7656250000	1.4694920078
-14.6484375000	4.9541270086
-14.5312500000	3.3168828081
-14.4140625000	1.5882572676
-14.2968750000	2.6069936588
-14.1796875000	2.0287181565
-14.0625000000	2.3390361896
-13.9453125000	2.8355372230
-13.8281250000	1.3924975449
-13.7109375000	7.3751712225
-13.5937500000	7.7105175804
-13.4765625000	2.0215636496
-13.3593750000	2.1616288194
-13.2421875000	6.6374687123
-13.1250000000	0.7828379469
-13.0078125000	5.5721360604
-12.8906250000	3.9869323698
-12.7734375000	0.6401955897
-12.6562500000	1.5134987831
-12.5390625000	4.3066764658
-12.4218750000	3.2108613905
-12.3046875000	3.0045960235
-12.1875000000	3.9490641378
-12.0703125000	1.8323965663
-11.9531250000	1.3825410392
-11.8359375000	5.1866299293
-11.7187500000	3.3200301308
-11.6015625000	5.2483342771
-11.4843750000	3.7465980168
-11.3671875000	3.5665009432
-11.2500000000	5.1796058787
-11.1328125000	3.7787648042
-11.0156250000	8.8034753708
-10.8984375000	4.7022228820
-10.7812500000	4.5205109191
-10.6640625000	6.3665538876
-10.5468750000	7.9025389179
-10.4296875000	5.5370281616
-10.3125000000	4.1714607442
-10.1953125000	2.9063273742
-10.0781250000	1.6926310511
-9.9609375000	5.7735085509
-9.8437500000	3.1920578038
-9.7265625000	1.6311108645
-9.6093750000	2.7590329379
-9.4921875000	3.2049980846
-9.3750000000	4.0618183923
-9.2578125000	2.5009302618
-9.1406250000	6.3958096240
-9.0234375000	3.1827595006
-8.9062500000	2.1100990237
-8.7890625000	0.7891278045
-8.6718750000	4.8541035381
-8.5546875000	3.4743403954
-8.4375000000	1.5761194809
-8.3203125000	5.8709565563
-8.2031250000	7.3193118576
-8.0859375000	8.0334351129
-7.9687500000	5.2396435742
-7.8515625000	1.4357525769
-7.7343750000	2.2539646874
-7.6171875000	8.6660976195
-7.5000000000	3.2689750068
-7.3828125000	7.9723911816
-7.2656250000	5.5352283648
-7.1484375000	1.0518011500
-7.0312500000	0.3170739854
-6.9140625000	1.0889452013
-6.7968750000	4.4976265155
-6.6796875000	4.2347006225
-6.5625000000	6.8874470017
-6.4453125000	7.1520922386
-6.3281250000	1.0063550475
-6.2109375000	6.2978808559
-6.0937500000	5.5670674937
-5.9765625000	1.6710528567
-5.8593750000	2.3617472655
-5.7421875000	2.3600141529
-5.6250000000	5.4847141577
-5.5078125000	3.0424635704
-5.3906250000	3.6501781561
-5.2734375000	7.4388068525
-5.1562500000	4.0404895883
-5.0390625000	5.7273000103
-4.9218750000	3.6066715599
-4.8046875000	4.7453353279
-4.6875000000	5.2039126939
-4.5703125000	3.7030806168
-4.4531250000	7.5147849805
-4.3359375000	5.8827599481
-4.2187500000	3.6052820917
-4.1015625000	4.7225031216
-3.9843750000	9.8448881423
-3.8671875000	9.0470909353
-3.7500000000	3.9500199435
-3.6328125000	10.9142871017
-3.5156250000	9.2448936126
-3.3984375000	0.8995248121
-3.2812500000	12.6345069191
-3.1640625000	14.1125826883
-3.0468750000	13.2824955714
-2.9296875000	16.6565601237
-2.8125000000	14.7608466947
-2.6953125000	25.4840587055
-2.5781250000	22.9063661094
-2.4609375000	25.2507734512
-2.3437500000	30.6722866904
-2.2265625000	31.5120364167
-2.1093750000	29.6609971606
-1.9921875000	30.9706502607
-1.8750000000	31.1155919628
-1.7578125000	36.7788108675
-1.6406250000	30.2739293017
-1.5234375000	34.0386753562
-1.4062500000	30.1621424924
-1.2890625000	40.3444300436
-1.1718750000	42.8551282439
-1.0546875000	32.6532405632
-0.9375000000	36.0151827598
-0.8203125000	41.3875123433
-0.7031250000	37.4431369657
-0.5859375000	35.8967740675
-0.4687500000	36.6295520764
-0.3515625000	37.4719768605
-0.2343750000	43.4264301649
-0.1171875000	48.3546699269
0.0000000000	39.4745999769
0.1171875000	40.6271875433
0.2343750000	38.8507455880
0.3515625000	39.4246425945
0.4687500000	40.4060564217
0.5859375000	49.7759722447
0.7031250000	41.9733154046
0.8203125000	44.8682747654
0.9375000000	42.9773123855
1.0546875000	48.0428452096
1.1718750000	43.3458693059
1.2890625000	49.4502275456
1.4062500000	45.6480635231
1.5234375000	50.5325089709
1.6406250000	46.8343734908
1.7578125000	47.4944443627
1.8750000000	56.2019917689
1.9921875000	55.0405314344
2.1093750000	64.1369599115
2.2265625000	70.8173624350
2.3437500000	75.7340141790
2.4609375000	90.8485911033
2.5781250000	93.1633925151
2.6953125000	97.0892858592
2.8125000000	96.4342943329
2.9296875000	105.8629695668
3.0468750000	102.2266138554
3.1640625000	103.1229863857
3.2812500000	103.8981632773
3.3984375000	100.5683900896
3.5156250000	102.8515581516
3.6328125000	103.3642267423
3.7500000000	104.4795874775
3.8671875000	102.9452685005
3.9843750000	101.4943877332
4.1015625000	108.3430677642
4.2187500000	106.9228929533
4.3359375000	104.5716421279
4.4531250000	106.2026678082
4.5703125000	107.2408914817
4.6875000000	99.8214052397
4.8046875000	101.6751573439
4.9218750000	103.3292828055
5.0390625000	104.7043321907
5.1562500000	97.0321429080
5.2734375000	98.7491379641
5.3906250000	105.3878996122
5.5078125000	108.1567716351
5.6250000000	97.0038626547
5.7421875000	103.2893932806
5.8593750000	106.1590027627
5.9765625000	101.7968922562
6.0937500000	105.1963385726
6.2109375000	101.9397645207
6.3281250000	101.8214751155
6.4453125000	105.9493303255
6.5625000000	100.1995298693
6.6796875000	106.4653142247
6.7968750000	103.5745272036
6.9140625000	105.4015863787
7.0312500000	105.2323159792
7.1484375000	101.5557714354
7.2656250000	102.0632357380
7.3828125000	98.7668074173
7.5000000000	99.6635421059
7.6171875000	96.9702970006
7.7343750000	99.0705236840
7.8515625000	95.2215001851
7.9687500000	104.0623458750
8.0859375000	99.4191404756
8.2031250000	101.3507914029
8.3203125000	104.1949652236
8.4375000000	100.4630437119
8.5546875000	99.1615692826
8.6718750000	89.3977340822
8.7890625000	80.5090227308
8.9062500000	83.5166951096
9.0234375000	73.5916493932
9.1406250000	61.3016755707
9.2578125000	61.4611357472
9.3750000000	53.9519136123
9.4921875000	48.9813090347
9.6093750000	44.4609457430
9.7265625000	44.9282059620
9.8437500000	33.3325229033
9.9609375000	30.6728068532
10.0781250000	33.7707372596
10.1953125000	29.2773167322
10.3125000000	24.7634337533
10.4296875000	20.0280098409
10.5468750000	23.0349650635
10.6640625000	14.3182062618
10.7812500000	22.9048858640
10.8984375000	10.5057348925
11.0156250000	12.4448310352
11.1328125000	13.4542353294
11.2500000000	15.7729654310
11.3671875000	12.5421118191
11.4843750000	10.3978952580
11.6015625000	5.0115321500
11.7187500000	8.0739455996
11.8359375000	8.9952622108
11.9531250000	2.4786511820
12.0703125000	2.0954773129
12.1875000000	1.2450333241
12.3046875000	2.7761857902
12.4218750000	0.4727855211
12.5390625000	2.6914880509
12.6562500000	2.1431386987
12.7734375000	4.1683275510
12.8906250000	2.6472929510
13.0078125000	2.5137871180
13.1250000000	2.0779216952
13.2421875000	7.9425758727
13.3593750000	4.1537690224
13.4765625000	1.9832307558
13.5937500000	6.1609135431
13.7109375000	3.6855794608
13.8281250000	1.3340599800
13.9453125000	2.1163739709
14.0625000000	3.4989145483
14.1796875000	6.1124609792
14.2968750000	5.9196853420
